,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0001,3.724e-07,5.136869503901555,143.0,934.0,818.0,133.0,0.5310651,0.14880332,0.51811594,0.23120452249378143
1,1,0.0006,8.084e-07,5.0881028175354,143.0,930.0,822.0,133.0,0.5290927,0.14818653,0.51811594,0.2304593333750794
2,2,0.0012,1.0434e-06,5.2655684642302685,108.0,935.0,817.0,168.0,0.5142998,0.11675676,0.39130434,0.17985011997511455
3,3,0.0012,5.2055e-06,5.358197138859675,112.0,885.0,867.0,164.0,0.49161735,0.11440245,0.4057971,0.17848604984245203
4,4,0.0026,9.999e-07,5.041701977069561,137.0,949.0,803.0,139.0,0.535503,0.14574468,0.4963768,0.2253289493531567
5,5,0.0001,5.192e-07,5.193747618259527,132.0,998.0,754.0,144.0,0.55719924,0.1489842,0.47826087,0.2271944754493451
6,6,0.0003,1.3278e-06,5.0453745401822605,141.0,963.0,789.0,135.0,0.5443787,0.15161291,0.51086956,0.23383083458064033
7,7,0.0002,9.8737e-06,4.699929555257162,138.0,969.0,783.0,138.0,0.54585797,0.14983714,0.5,0.23057644432108795
8,8,0.0001,4.381e-07,5.359273079114082,104.0,984.0,768.0,172.0,0.5364891,0.119266056,0.3768116,0.1811846689372161
9,9,0.0036,2.02799e-05,4.992541288718199,155.0,860.0,892.0,121.0,0.5004931,0.14804202,0.5615942,0.23431594225296748
