,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0009,1.30885e-05,5.030638438004713,139.0,966.0,786.0,137.0,0.5448718,0.15027027,0.5036232,0.23147376804291359
1,1,0.0016,1.08753e-05,4.885738629561205,126.0,769.0,983.0,150.0,0.4413215,0.11361587,0.45652175,0.18194945502096008
2,2,0.0011,8.526e-07,5.145846269069574,131.0,814.0,938.0,145.0,0.46597633,0.12254444,0.4746377,0.19479553658459173
3,3,0.0004,9.661e-06,4.799224780156062,140.0,842.0,910.0,136.0,0.48422092,0.13333334,0.5072464,0.21116140250842455
4,4,0.0008,5.243e-07,4.678643361116067,146.0,799.0,953.0,130.0,0.46597633,0.13284804,0.5289855,0.2123636403426454
5,5,0.0054,9.5304e-06,5.041779310275347,123.0,935.0,817.0,153.0,0.52169627,0.13085106,0.4456522,0.20230262341658292
6,6,0.0026,2.41634e-05,5.292051266401241,109.0,939.0,813.0,167.0,0.5167653,0.11822126,0.39492753,0.18196996169682508
7,7,0.0005,6.6618e-06,5.401497009472969,119.0,1007.0,745.0,157.0,0.5552268,0.13773148,0.4311594,0.2087719323519905
8,8,0.0004,7.0316e-06,4.726445980561085,134.0,651.0,1101.0,142.0,0.38708088,0.10850202,0.48550725,0.177365976434257
9,9,0.0019,7.2267e-06,4.983965555826822,143.0,803.0,949.0,133.0,0.46646944,0.13095239,0.51811594,0.20906432399472522
