,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0094,5.776e-07,4.852204750745724,139.0,855.0,897.0,137.0,0.49013805,0.13416989,0.5036232,0.21189025131041928
1,1,0.0022,3.63e-07,4.812022050221762,157.0,961.0,791.0,119.0,0.55128205,0.16561182,0.56884056,0.2565359575253046
2,2,0.0009,1.29e-06,4.668633754436787,156.0,849.0,903.0,120.0,0.49556214,0.14730878,0.5652174,0.23370786681339328
3,3,0.0001,6.477e-07,4.372451855586125,163.0,757.0,995.0,113.0,0.45364892,0.14075993,0.5905797,0.22733611994872305
4,4,0.005,1.01072e-05,5.499030382205278,118.0,916.0,836.0,158.0,0.50986195,0.123689726,0.42753622,0.1918699070948786
5,5,0.0004,2.19409e-05,5.217614540686974,143.0,885.0,867.0,133.0,0.50690335,0.14158416,0.51811594,0.22239502125555355
6,6,0.0003,6.258e-07,4.858619433182936,167.0,875.0,877.0,109.0,0.5138067,0.15996169,0.60507244,0.25303029346848727
7,7,0.005,6.0521e-06,4.921970917628362,130.0,1006.0,746.0,146.0,0.5601578,0.14840183,0.4710145,0.22569442773834925
8,8,0.0002,8.4393e-06,5.0711194674173985,147.0,817.0,935.0,129.0,0.47534516,0.13585952,0.5326087,0.21649482444817833
9,9,0.0005,7.348e-07,4.878241587907841,128.0,857.0,895.0,148.0,0.4857002,0.12512219,0.46376812,0.19707467859116554
