,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0005,1.3538e-06,5.236213635175655,102.0,964.0,788.0,174.0,0.525641,0.11460674,0.36956522,0.1749571205177361
1,1,0.0011,3.7724e-06,5.298460446871244,120.0,967.0,785.0,156.0,0.5359961,0.13259669,0.4347826,0.20321760218593357
2,2,0.0044,7.697e-07,4.88971594052437,143.0,831.0,921.0,133.0,0.48027614,0.13439849,0.51811594,0.21343281257536054
3,3,0.0013,1.2589e-06,5.154783909137432,124.0,963.0,789.0,152.0,0.5359961,0.135816,0.44927537,0.2085786420086624
4,4,0.0027,4.8159e-06,5.2255245355459365,128.0,887.0,865.0,148.0,0.5004931,0.12890232,0.46376812,0.20173364436166447
5,5,0.0037,7.1923e-06,4.993817439446083,118.0,910.0,842.0,158.0,0.50690335,0.12291667,0.42753622,0.19093851728417346
6,6,0.0002,6.0928e-06,4.672479629516602,158.0,879.0,873.0,118.0,0.5113412,0.15324928,0.57246375,0.24177506380876132
7,7,0.0005,7.654e-07,4.897842651758438,138.0,823.0,929.0,138.0,0.47386587,0.12933458,0.5,0.2055100581693467
8,8,0.0007,1.9571e-06,5.306867452768179,120.0,1047.0,705.0,156.0,0.5754438,0.14545454,0.4347826,0.21798363576148327
9,9,0.0003,1.4607e-06,5.286104251176884,148.0,797.0,955.0,128.0,0.46597633,0.13417952,0.5362319,0.21464830790680745
