,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0085,1.91679e-05,13.045397000435072,203.0,6809.0,7130.0,210.0,0.488573,0.027683077,0.4915254,0.05241414953472517
1,1,0.0003,2.3058e-06,13.243593411567884,192.0,6804.0,7135.0,221.0,0.4874582,0.02620445,0.46489105,0.04961240618796815
2,2,0.0005,8.841e-06,13.292251048943935,215.0,6786.0,7153.0,198.0,0.4878066,0.029180238,0.5205811,0.055262820154898404
3,3,0.0003,6.011e-07,12.96426303570087,220.0,7039.0,6900.0,193.0,0.50578314,0.030898876,0.53268766,0.05840966439012236
4,4,0.0003,8.9484e-06,12.049798427483974,227.0,6859.0,7080.0,186.0,0.49372908,0.031066101,0.5496368,0.05880828590748773
5,5,0.0003,8.548e-07,13.854056187165089,217.0,7155.0,6784.0,196.0,0.5136566,0.030995572,0.5254237,0.05853790521775403
6,6,0.0019,4.252e-07,12.99835703923152,219.0,6945.0,6994.0,194.0,0.49916387,0.030361846,0.53026634,0.05743508911541627
7,7,0.0036,4.865e-07,13.626203390268179,199.0,6874.0,7065.0,214.0,0.4928233,0.027395375,0.4818402,0.05184316935397501
8,8,0.0097,1.1507e-06,14.138107691055689,178.0,6590.0,7349.0,235.0,0.4715719,0.0236482,0.43099272,0.04483627339838736
9,9,0.0062,1.00046e-05,14.178775493915264,225.0,7340.0,6599.0,188.0,0.52710426,0.032971863,0.5447942,0.06218046247585705
