,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0041,2.33479e-05,1.0615291503759532,149.0,709.0,1043.0,127.0,0.42307693,0.125,0.53985506,0.202997274532591
1,1,0.0002,3.947e-07,0.9961996323023087,150.0,777.0,975.0,126.0,0.4571006,0.13333334,0.54347825,0.21413278310356992
2,2,0.0008,3.4964e-06,1.0351839738014417,156.0,760.0,992.0,120.0,0.45167652,0.1358885,0.5652174,0.2191011259835725
3,3,0.0005,3.7237e-06,0.9606336171810445,159.0,847.0,905.0,117.0,0.49605522,0.14943609,0.57608694,0.23731344460714596
4,4,0.0001,4.982e-07,0.9875647532634245,133.0,846.0,906.0,143.0,0.48274162,0.1280077,0.48188406,0.20228136215113612
5,5,0.0007,2.83476e-05,0.9809905137771215,120.0,874.0,878.0,156.0,0.49013805,0.12024048,0.4347826,0.1883830383187163
6,6,0.0005,1.5456e-06,0.9159781229801668,133.0,987.0,765.0,143.0,0.55226827,0.1481069,0.48188406,0.22657581810444286
7,7,0.01,2.3619e-06,0.9999107091854781,132.0,869.0,883.0,144.0,0.49358973,0.13004926,0.47826087,0.20449265120152854
8,8,0.0038,5.19e-06,1.011011004447937,141.0,794.0,958.0,135.0,0.46104535,0.12829845,0.51086956,0.20509089417035173
9,9,0.0022,7.828e-07,1.000655690828959,156.0,795.0,957.0,120.0,0.46893492,0.14016172,0.5652174,0.22462202658746636
