,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0082,6.2119e-06,5.21535139817458,134.0,808.0,944.0,142.0,0.46449703,0.124304265,0.48550725,0.1979320448560934
1,1,0.0001,1.66167e-05,4.992033885075496,153.0,795.0,957.0,123.0,0.46745563,0.13783784,0.5543478,0.2207792328011802
2,2,0.0021,3.495e-07,5.463762772388947,142.0,933.0,819.0,134.0,0.5300789,0.14776275,0.51449275,0.22958770580418844
3,3,0.0002,6.3703e-06,4.972702417618189,150.0,822.0,930.0,126.0,0.47928995,0.1388889,0.54347825,0.22123893747334192
4,4,0.0038,4.9817e-06,4.5079821195357885,169.0,839.0,913.0,107.0,0.49704143,0.15619224,0.6123188,0.2488954491403249
5,5,0.0093,1.02403e-05,5.064735045799843,127.0,867.0,885.0,149.0,0.49013805,0.12549408,0.46014494,0.1972049817452576
6,6,0.0001,7.7162e-06,5.197352629441481,135.0,932.0,820.0,141.0,0.52613413,0.14136125,0.48913044,0.21933387975584934
7,7,0.0001,3.7192e-06,4.845723433372302,141.0,856.0,896.0,135.0,0.49161735,0.13596915,0.51086956,0.2147753307569475
8,8,0.0023,4.566e-07,4.676622916490604,171.0,764.0,988.0,105.0,0.46104535,0.14754099,0.6195652,0.23832753712420277
9,9,0.0004,3.171e-06,4.698510047716972,146.0,874.0,878.0,130.0,0.5029586,0.14257812,0.5289855,0.22461537567160925
