,0
data_flags,blur_rain_ref_rot_crop1_randaug1_elastic1
patience,100
batch_size,124
optimizer,Adam
epochs,600
num_labels,26
f1,0.2075
recall,0.1473
precision,0.3795
acc,0.0245
hl,0.1302
emr,0.0245
hs,0.1528
mr1,0.3956
mr2,0.1044
mr3,0.0
mr4,0.0
mr5,0.0
