,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0001,8.529e-07,1.195948221744635,175.0,4261.0,3928.0,216.0,0.5170163,0.042651717,0.44757032,0.07788161884871424
1,1,0.0037,4.507e-07,1.2123780770179553,202.0,4079.0,4110.0,189.0,0.49895105,0.04684601,0.51662403,0.08590261115005629
2,2,0.0009,5.945e-07,1.203862156623449,158.0,4177.0,4012.0,233.0,0.50524473,0.03788969,0.40409207,0.06928305161671795
3,3,0.0011,1.68793e-05,1.1902313966017501,160.0,4213.0,3976.0,231.0,0.50967366,0.03868472,0.40920717,0.07068698724139413
4,4,0.0002,7.7755e-06,1.1899276085388966,221.0,4200.0,3989.0,170.0,0.5152681,0.05249406,0.5652174,0.0960660721236635
5,5,0.0011,1.2913e-06,1.2803720235824585,248.0,3579.0,4610.0,143.0,0.4460373,0.051049814,0.6342711,0.09449419005082461
6,6,0.0009,7.801e-07,1.1967299595857277,188.0,4154.0,4035.0,203.0,0.5060606,0.044518117,0.48081842,0.08149111296807181
7,7,0.0003,1.06e-06,1.2151790673916156,204.0,4117.0,4072.0,187.0,0.50361305,0.04770814,0.5217391,0.08742232753874399
8,8,0.0016,2.49364e-05,1.1958067508844228,177.0,4251.0,3938.0,214.0,0.5160839,0.043013364,0.45268542,0.0785619138609157
9,9,0.0086,1.03815e-05,1.2095690323756292,208.0,4110.0,4079.0,183.0,0.5032634,0.048518777,0.5319693,0.08892689183686084
