,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0018,1.35384e-05,0.9498437245686849,126.0,943.0,809.0,150.0,0.5271203,0.13475935,0.45652175,0.20809247855681387
1,1,0.0032,2.75627e-05,0.9847553112568,138.0,847.0,905.0,138.0,0.4857002,0.13231064,0.5,0.20924943808743476
2,2,0.0015,5.0946e-06,0.9864902649170313,138.0,871.0,881.0,138.0,0.4975345,0.1354269,0.5,0.2131274239744617
3,3,0.0002,1.49761e-05,1.056886177796584,161.0,669.0,1083.0,115.0,0.40927023,0.12942122,0.5833333,0.2118420857871572
4,4,0.0003,4.12e-07,1.0323681892492833,149.0,777.0,975.0,127.0,0.4566075,0.13256228,0.53985506,0.21285715438064667
5,5,0.0005,2.74628e-05,1.0852032747024145,152.0,651.0,1101.0,124.0,0.3959566,0.121308856,0.5507246,0.19882276049590367
6,6,0.001,7.171e-07,0.9733520257167326,118.0,872.0,880.0,158.0,0.48816568,0.118236475,0.42753622,0.18524333575127563
7,7,0.0034,3.0533e-06,0.9762566823225756,152.0,860.0,892.0,124.0,0.4990138,0.14559387,0.5507246,0.2303030203164004
8,8,0.0036,4.1822e-06,0.9529263545305301,154.0,871.0,881.0,122.0,0.5054241,0.14879227,0.557971,0.23493515085785224
9,9,0.0007,7.6698e-06,0.959881528829917,119.0,962.0,790.0,157.0,0.5330375,0.1309131,0.4311594,0.20084387220291977
