,0,1,2,3,4,5,6,7,8,9,10,11
accuracy,0.05982905982905983,0.029914529914529916,0.008547008547008548,0.017094017094017096,0.017094017094017096,0.021367521367521368,0.021367521367521368,0.021367521367521368,0.021367521367521368,0.021367521367521368,0.021367521367521368,0.021367521367521368
hamming_score,0.25034595034595036,0.2341168091168091,0.11989362726542213,0.19251853322366144,0.18852129589309077,0.18850742087921574,0.1869645193363142,0.17656446117984578,0.17418218059243698,0.1764446261241133,0.17380775682057734,0.17195575080190464
hamming_loss,0.14003944773175542,0.11098901098901098,0.11120607787274454,0.13132807363576596,0.109375,0.09686609686609686,0.09058773873588688,0.08189334819769602,0.06954156954156954,0.056631617782696916,0.04373374210330732,0.028959810874704492
f1_score,0.05539642658435085,0.04457149631112882,0.040483233416952334,0.04346761544316699,0.03528078296267701,0.03049625006064621,0.028237268574672417,0.024523305345451992,0.02051040083437803,0.016223523463877988,0.012235570072116422,0.00798349252932419
recall,0.07637874658190001,0.05939509274500178,0.05335662047002253,0.10892669296515452,0.08850293803418803,0.0790962962962963,0.07323731138545954,0.06220717661037222,0.052027820437765854,0.042134292565947244,0.031987672851898866,0.02087138937854394
precision,0.06293477165036797,0.07686762778505898,0.03407211354046798,0.029183519246196506,0.023684965641410115,0.02038222508683353,0.018872430635956974,0.01659225344358584,0.01387715742554452,0.010868104926954673,0.00819304654370817,0.0053458176029868906
