,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0005,8.144e-07,5.242842894334059,141.0,882.0,870.0,135.0,0.50443786,0.13946587,0.51086956,0.21911420848555993
1,1,0.0002,2.0546e-06,4.938785846416767,133.0,869.0,883.0,143.0,0.49408284,0.13090551,0.48188406,0.20588235294117646
2,2,0.0035,8.5518e-06,5.019243558247885,153.0,949.0,803.0,123.0,0.5433925,0.16004184,0.5543478,0.2483766176879171
3,3,0.0014,1.6444e-06,5.015331048231859,137.0,912.0,840.0,139.0,0.5172584,0.14022517,0.4963768,0.218675169649402
4,4,0.005,8.672e-07,4.8346968797537,151.0,995.0,757.0,125.0,0.56508875,0.16629957,0.54710144,0.25506757815244746
5,5,0.0011,1.0039e-06,4.633478629283417,129.0,956.0,796.0,147.0,0.53500986,0.13945946,0.4673913,0.2148210006496245
6,6,0.0002,3.2728e-06,4.978777812077449,149.0,903.0,849.0,127.0,0.5187377,0.1492986,0.53985506,0.23390892901623236
7,7,0.0066,1.083e-06,4.763213487771841,134.0,847.0,905.0,142.0,0.4837278,0.12897016,0.48550725,0.20380227602088227
8,8,0.0066,4.068e-07,4.606132629590157,156.0,881.0,871.0,120.0,0.5113412,0.15189873,0.5652174,0.23944740563128636
9,9,0.0065,1.36869e-05,4.461220288888002,166.0,758.0,994.0,110.0,0.4556213,0.14310345,0.60144925,0.2311977675738793
