,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0002,6.8399e-06,1.1943095097175012,204.0,5224.0,5213.0,201.0,0.50064564,0.03765922,0.5037037,0.07007900743435526
1,1,0.0008,4.5581e-06,1.206535510527782,217.0,5123.0,5314.0,188.0,0.49252906,0.039233413,0.5358025,0.07311321475893083
2,2,0.0005,4.506e-07,1.1751036796814356,164.0,5461.0,4976.0,241.0,0.5188157,0.031906616,0.40493828,0.05915239285740113
3,3,0.0003,1.05785e-05,1.2464853464028776,230.0,4906.0,5531.0,175.0,0.47371334,0.039923623,0.56790125,0.07460265930964798
4,4,0.0001,4.213e-07,1.1869308520586064,210.0,5387.0,5050.0,195.0,0.51623315,0.039923955,0.5185185,0.07413945268013718
5,5,0.0002,2.97613e-05,1.1918146763092432,167.0,5356.0,5081.0,238.0,0.5094079,0.031821646,0.41234568,0.059083673358883
6,6,0.0001,9.463e-07,1.2196339307687223,228.0,4988.0,5449.0,177.0,0.48109204,0.040162057,0.56296295,0.07497533911770594
7,7,0.0007,1.17862e-05,1.2181661587495072,200.0,5239.0,5198.0,205.0,0.5016602,0.03705076,0.49382716,0.06892986271836764
8,8,0.0014,2.0392e-05,1.1730277629999013,186.0,5487.0,4950.0,219.0,0.52324295,0.03621495,0.45925927,0.0671358932103469
9,9,0.0046,7.0407e-06,1.2304574465140319,178.0,5049.0,5388.0,227.0,0.48210663,0.031979878,0.43950617,0.059621502003072355
