,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0007,1.2666e-05,5.5313324316954,128.0,947.0,805.0,148.0,0.5300789,0.13719185,0.46376812,0.21174525300683814
1,1,0.0054,1.6125e-05,4.6544539622771435,145.0,820.0,932.0,131.0,0.47583827,0.13463324,0.5253623,0.2143385041011884
2,2,0.0018,1.12971e-05,5.095330262795473,132.0,966.0,786.0,144.0,0.5414201,0.14379086,0.47826087,0.22110552920308124
3,3,0.0006,1.16386e-05,4.640127756656744,152.0,851.0,901.0,124.0,0.49457595,0.14434947,0.5507246,0.22874341160175513
4,4,0.0014,1.2786e-06,4.816550780565311,149.0,797.0,955.0,127.0,0.46646944,0.13496377,0.53985506,0.2159420358340412
5,5,0.0002,5.673e-07,4.699423374273838,145.0,823.0,929.0,131.0,0.47731754,0.1350093,0.5253623,0.2148148011087807
6,6,0.0001,5.094e-07,5.673625530340733,112.0,965.0,787.0,164.0,0.5310651,0.12458287,0.4057971,0.1906383034555256
7,7,0.0025,2.1844e-06,5.336091457269131,128.0,974.0,778.0,148.0,0.5433925,0.14128035,0.46376812,0.21658205783866838
8,8,0.0028,2.17473e-05,5.043605352059389,153.0,907.0,845.0,123.0,0.5226824,0.15330662,0.5543478,0.2401883946484266
9,9,0.0006,2.1188e-06,5.211565433404385,136.0,965.0,787.0,140.0,0.5428994,0.14734562,0.49275362,0.22685572874332008
