,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0014,1.25773e-05,12.728860072600536,234.0,6857.0,7082.0,179.0,0.49407747,0.03198469,0.56658596,0.06055117184236477
1,1,0.0071,4.4192e-06,12.465848971635866,249.0,7067.0,6872.0,164.0,0.5097547,0.034966998,0.6029056,0.06610034213172716
2,2,0.006,1.067e-06,13.448125594701523,190.0,7118.0,6821.0,223.0,0.5091973,0.02710027,0.46004844,0.05118534594828655
3,3,0.0002,5.785e-07,13.434618680905073,196.0,6885.0,7054.0,217.0,0.49338073,0.027034482,0.47457626,0.051154896180108635
4,4,0.0002,5.2101e-06,13.776726111387594,192.0,6993.0,6946.0,221.0,0.5006271,0.026898291,0.46489105,0.050854193189167285
5,5,0.0002,2.1779e-06,13.717436081323868,192.0,6810.0,7129.0,221.0,0.48787627,0.026225924,0.46489105,0.049650889175055196
6,6,0.0013,8.622e-07,12.933853149414062,202.0,6695.0,7244.0,211.0,0.4805602,0.02712866,0.48910412,0.051406029524016364
7,7,0.0024,1.71121e-05,12.440369434845753,234.0,6815.0,7124.0,179.0,0.49115106,0.03180212,0.56658596,0.06022391059483712
8,8,0.0006,4.708e-07,12.556839087070562,238.0,6854.0,7085.0,175.0,0.49414715,0.03250034,0.5762712,0.06153051023396408
9,9,0.0001,4.766e-07,12.561256995567907,245.0,6772.0,7167.0,168.0,0.4889214,0.033054505,0.59322035,0.0626198053344442
