,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0.0002,3.652e-07,5.402913460364708,145.0,768.0,984.0,131.0,0.45019725,0.12843224,0.5253623,0.20640571593089233
1,1,0.0003,4.756e-07,4.751279109563583,154.0,816.0,936.0,122.0,0.47830376,0.1412844,0.557971,0.22547585107827528
2,2,0.0003,7.383e-07,5.01931783480522,146.0,829.0,923.0,130.0,0.48076922,0.13657624,0.5289855,0.21710037001602953
3,3,0.0001,7.2368e-06,5.526829988528521,110.0,972.0,780.0,166.0,0.5335306,0.123595506,0.39855072,0.18867924501378971
4,4,0.0072,3.713e-07,5.113974595681215,137.0,1008.0,744.0,139.0,0.56459564,0.1555051,0.4963768,0.23681934162609708
5,5,0.0001,6.314e-07,4.737242979881091,146.0,908.0,844.0,130.0,0.5197239,0.14747475,0.5289855,0.2306477066063272
6,6,0.0002,1.54402e-05,5.70836128332676,149.0,860.0,892.0,127.0,0.4975345,0.1431316,0.53985506,0.22627182691800013
7,7,0.0029,4.5234e-06,4.837484848804962,149.0,855.0,897.0,127.0,0.49506903,0.14244741,0.53985506,0.22541603419405518
8,8,0.0009,3.556e-07,5.161657088842148,116.0,962.0,790.0,160.0,0.53155816,0.12803532,0.42028984,0.19627748965418285
9,9,0.0002,2.6059e-06,4.898115610465025,146.0,905.0,847.0,130.0,0.51824456,0.1470292,0.5289855,0.23010244545654532
