,0
data_flags,randaug1
patience,100
batch_size,100
optimizer,Adam
epochs,600
num_labels,26
f1,0.3328
recall,0.2638
precision,0.4527
acc,0.0335
hl,0.1377
emr,0.0335
hs,0.2398
mr1,0.5116
mr2,0.3789
mr3,0.0026
mr4,0.0
mr5,0.0
