,0
data_flags,rain
patience,100
batch_size,100
optimizer,Adam
epochs,600
num_labels,26
f1,0.3236
recall,0.2575
precision,0.4388
acc,0.0335
hl,0.1396
emr,0.0335
hs,0.2338
mr1,0.4897
mr2,0.3763
mr3,0.0052
mr4,0.0
mr5,0.0
